emp_no,first_name,last_name,to_date
273181,Etsuo,Isard,9999-01-01
273196,Heeju,Honiden,1992-06-30
273198,Martijn,Conti,1987-06-24
273201,Feipei,Molenkamp,9999-01-01
273208,Uta,Delgrange,9999-01-01
273213,Masako,Sommen,9999-01-01
273216,Tristan,Cannata,9999-01-01
273218,Adel,Picci,9999-01-01
273219,Arlette,Zirintsis,9999-01-01
273223,Ult,Simkin,1998-12-11
273225,Jeong,Zolotykh,9999-01-01
273227,Ulf,Bratten,9999-01-01
273231,Mong,Schlegelmilch,9999-01-01
273232,Mamdouh,Soicher,2000-07-15
273234,Moto,Pettis,9999-01-01
273235,Ramya,Ernst,9999-01-01
273238,Yefim,Kamble,1999-03-23
273240,Cordelia,Brendel,9999-01-01
273242,Jianhao,Straney,1999-02-23
273243,Aloke,Collette,9999-01-01
273245,Gil,Teitelbaum,9999-01-01
273247,Filipp,Kinley,2000-10-05
273250,Martien,Nergos,9999-01-01
273253,Radhika,Zielinski,9999-01-01
273255,Neven,Haumacher,9999-01-01
273264,Tonny,Broder,9999-01-01
273266,Aiman,Manderick,9999-01-01
273276,Maya,Makrucki,9999-01-01
273277,Renny,Douceur,9999-01-01
273285,Mabhin,Beetstra,9999-01-01
273289,Zhiwei,Gulik,1987-07-07
273291,Dante,Cullers,9999-01-01
273292,Rance,Conde,1995-11-23
273293,Koldo,Gornas,9999-01-01
273296,Tokuyasu,Journel,9999-01-01
273298,Gennady,Claffy,9999-01-01
273299,Takushi,Kalorkoti,1987-09-23
273300,Tzu,Katiyar,9999-01-01
273304,Conrado,Melichar,9999-01-01
273306,Ziyad,Otillio,9999-01-01
273311,Domenico,Garnier,9999-01-01
273312,Shahaf,Sankaranarayanan,1998-01-30
273318,Baoqiu,Marrakchi,9999-01-01
273322,Jaana,Lagarias,9999-01-01
273323,Toshiko,Masand,1996-05-11
273325,Shir,Rohrbach,9999-01-01
273326,Aksel,Gulik,9999-01-01
273329,Fumiyo,Scharstein,9999-01-01
273333,Jungsoon,Luff,9999-01-01
273339,Mayuko,Luff,9999-01-01
273343,Elzbieta,Comyn,9999-01-01
273344,Christ,Heiserman,9999-01-01
273346,Jordanka,Percebois,9999-01-01
273350,Huei,Kalefeld,1999-01-22
273351,Kolar,Tanemo,9999-01-01
273352,Sanjay,Molenkamp,9999-01-01
273360,Kellie,Bade,9999-01-01
273367,Shalesh,Munawer,9999-01-01
273368,Koichi,Pargas,9999-01-01
273370,Subhada,Ranze,9999-01-01
273381,Yongmao,Bolsens,1998-01-22
273383,Ekawit,Marsiglia,9999-01-01
273384,Arra,Terkki,9999-01-01
273392,Thanasis,Eldridge,9999-01-01
273393,Herbert,Krohm,9999-01-01
273395,Mabhin,Jahnichen,9999-01-01
273398,Masamitsu,Bolsens,9999-01-01
273399,Shalesh,Lovengreen,9999-01-01
273400,Berni,Hegner,9999-01-01
273406,Hitofumi,Randt,9999-01-01
273409,Nectarios,Camarinopoulos,9999-01-01
273411,Tetsushi,Fabrizio,2000-02-09
273414,Kayoko,Kemmerer,9999-01-01
273422,Roded,Encarnacion,1997-05-24
273425,Martina,Bottner,9999-01-01
273427,Arvind,Melski,9999-01-01
273429,Abdulah,Lovengreen,9999-01-01
273433,Flemming,Stellhorn,9999-01-01
273435,Becky,Serov,9999-01-01
273444,Toshimori,Zallocco,2000-09-10
273447,Saddek,Bonifati,9999-01-01
273448,DAIDA,Fairtlough,1988-11-30
273450,Marco,Randt,9999-01-01
273469,Moheb,Perin,9999-01-01
273472,Gaurav,Knightly,9999-01-01
273475,Peternela,Baig,9999-01-01
273476,Mong,Falster,9999-01-01
273477,Shaowen,Validov,9999-01-01
273485,Leif,Hmelo,2000-11-01
273491,Tsz,Pappas,9999-01-01
273495,Kristen,Frijda,9999-01-01
273497,Mantis,Birdsall,9999-01-01
273511,Surveyors,Lundstrom,9999-01-01
273513,Chiranjit,Luan,2001-03-24
273523,Stepehn,Birsak,9999-01-01
273527,IEEE,Kolinko,9999-01-01
273530,Xinyu,Kavraki,9999-01-01
273532,Sivanarayana,Bonifati,9999-01-01
273537,Djelloul,Georg,2000-10-20
273540,Karoline,Anick,9999-01-01
273545,Gianluca,Cooley,1999-08-12
273547,Mohammed,Melichar,9999-01-01
273549,Sastry,Paludetto,9999-01-01
273553,Leaf,Kroha,2001-06-03
273555,Ortrun,Standera,1998-07-07
273561,Susanne,McAffer,9999-01-01
273563,Shaz,Ohori,9999-01-01
273565,DeForest,Billawala,1985-09-09
273568,Mizuhito,Kilgore,9999-01-01
273570,Saniya,Halevi,9999-01-01
273571,Dannz,Pokrovskii,1993-03-30
273575,Neelam,Colorni,9999-01-01
273578,Giao,Saoudi,1999-05-04
273579,Dhritiman,Salvesen,9999-01-01
273593,Ranga,Tyugu,9999-01-01
273594,Bernd,Huttel,9999-01-01
273595,Qingxiang,Oehlmann,1996-01-04
273596,Wuxu,Schwartzburd,9999-01-01
273597,Takahira,Penttonen,9999-01-01
273598,Ayakannu,Hennebert,9999-01-01
273601,Anwar,Seiwald,9999-01-01
273617,Theron,Nyanchama,9999-01-01
273627,Mabo,Harnett,9999-01-01
273631,Richara,Perfilyeva,9999-01-01
273638,Chikara,Farrar,9999-01-01
273639,Aron,Veeraraghavan,2002-03-03
273645,Jovan,Bultermann,2001-08-16
273652,Susanta,Fujisaki,9999-01-01
273653,Christfried,Nastansky,9999-01-01
273654,Taegyun,Reinhart,2000-07-23
273657,Jouko,Hashii,9999-01-01
273658,Jaana,Lipner,9999-01-01
273659,Toshimo,Smailagic,9999-01-01
273661,Alper,Heijenga,9999-01-01
273662,Arunachalam,Baba,9999-01-01
273663,Bartek,Ananiadou,9999-01-01
273675,Kotesh,Teitelbaum,9999-01-01
273678,Gro,Cronau,9999-01-01
273679,Valeska,Lieberherr,9999-01-01
273684,Mokhtar,Bolotov,1999-03-06
273687,Bouchung,Beidas,9999-01-01
273688,Kish,Lienhardt,9999-01-01
273689,Gritta,Setia,1995-10-07
273699,Fumino,Lung,2000-01-04
273701,Bernardo,Chartres,9999-01-01
273703,Youpyo,Schach,9999-01-01
273705,Susanne,Stroustrup,9999-01-01
273711,Kensyu,Rodier,9999-01-01
273712,Mart,Miara,9999-01-01
273718,Padma,Nitto,9999-01-01
273720,Genevieve,Rettelbach,9999-01-01
273721,Kazuhisa,Wegerle,9999-01-01
273723,Basem,Llado,1991-02-19
273738,Karsten,Vakili,9999-01-01
273739,Arnd,Stamatiou,1998-02-10
273740,Youpyo,Cannata,9999-01-01
273742,Rildo,Armand,9999-01-01
273745,Tristan,Cusworth,1996-12-24
273749,Youssef,Standera,9999-01-01
273754,Kristin,Chartres,9999-01-01
273758,DAIDA,Peltason,1990-02-01
273759,Dzung,Hitomi,9999-01-01
273762,Masoud,Schaap,9999-01-01
273763,Karoline,Sgarro,9999-01-01
273764,Chrisa,Yurov,2001-11-24
273771,Sudhanshu,Perri,9999-01-01
273773,Fan,Seuren,9999-01-01
273778,Maik,Landherr,9999-01-01
273782,Shooichi,Kornyak,9999-01-01
273783,Geoffrey,Vesna,9999-01-01
273789,Mona,Sewelson,9999-01-01
273791,Fumitaka,Chelton,9999-01-01
273792,Berna,McClurg,9999-01-01
273795,Jianhao,Lorho,9999-01-01
273798,Katsuo,Gyimothy,9999-01-01
273799,Mandell,Schaar,2001-04-20
273814,Sadok,Staelin,9999-01-01
273822,Mana,Roison,9999-01-01
273823,Kolar,Salinas,9999-01-01
273825,Demin,Navazio,9999-01-01
273829,Marsja,Murtafg,9999-01-01
273831,Kousuke,Farrar,9999-01-01
273832,Dmitri,Hanabata,1995-11-30
273840,Sasan,Laventhal,9999-01-01
273843,Arvin,Beetstra,9999-01-01
273847,Kwangjo,Bale,9999-01-01
273848,Yolla,Brodal,1994-10-20
273856,Sukumar,Macedo,2001-01-14
273861,Honesty,Emmart,9999-01-01
273864,Isaac,Perelgut,9999-01-01
273865,Manohar,Lorch,9999-01-01
273867,Arch,Leaver,9999-01-01
273871,Kannan,Pleszkun,1997-09-11
273875,Danny,Rande,9999-01-01
273878,Subhada,Cannard,1998-12-05
273879,Achilleas,Angelov,9999-01-01
273881,Stamatina,Klerer,9999-01-01
273882,Aris,Hofstetter,9999-01-01
273883,Sanjit,Rothe,9999-01-01
273894,Shalesh,Giaccio,9999-01-01
273896,Shushma,Erman,9999-01-01
273900,Jianhui,Waleschkowski,9999-01-01
273902,Mabhin,Feldmann,9999-01-01
273904,Steen,Leijenhorst,9999-01-01
273917,Chriss,Gopalakrishnan,9999-01-01
273918,Mario,Samarati,9999-01-01
273920,Subhankar,Wilharm,1993-11-11
273925,Bilhanan,Cheshire,9999-01-01
273926,Hisao,Schlenzig,9999-01-01
273927,Huican,Unno,9999-01-01
273928,Ramachenga,Irland,1993-05-15
273929,Dharmaraja,Garrabrants,9999-01-01
273931,Shahid,Zykh,9999-01-01
273933,Sreenivas,Parfitt,9999-01-01
273935,Heng,Gils,9999-01-01
273936,Heon,Kawashima,9999-01-01
273941,Wonhee,Janocha,1997-01-28
273942,Ayakannu,Boissier,9999-01-01
273945,Aruna,Rijckaert,9999-01-01
273949,Maik,Cappello,9999-01-01
273952,Nahla,Braccini,9999-01-01
273953,Maria,Benzaken,1990-02-02
273958,Jiafu,Klerer,9999-01-01
273961,Nagui,Delgrande,1999-10-12
273963,Ewing,Binding,9999-01-01
273964,Nathan,Ratnaker,9999-01-01
273972,Danae,Conta,9999-01-01
273975,Fayez,Koyama,9999-01-01
273978,Huican,Chenoweth,9999-01-01
273981,Gunilla,Bratsberg,9999-01-01
273982,Jeanne,Stassinopoulos,9999-01-01
273983,Manohar,Matzen,9999-01-01
273985,Debatosh,Joslin,9999-01-01
273986,Hilari,Randi,1995-09-05
273987,Emran,Halloran,9999-01-01
273995,Hilary,Litvinov,9999-01-01
273997,Yechiam,Braunschweig,9999-01-01
273998,Zvonko,Serdy,9999-01-01
274002,Taisook,Milicia,9999-01-01
274008,Khalid,Trystram,9999-01-01
274011,Breannda,Mawatari,9999-01-01
274017,Mona,Fortenbacher,1993-01-21
274020,Xianlong,Kusalik,1998-12-29
274029,Xiong,Randt,1994-10-14
274030,Danil,Mitzlaff,9999-01-01
274031,Hyuckchul,Fiutem,9999-01-01
274033,Pranjal,Schwabacher,9999-01-01
274036,Hongzue,Butner,9999-01-01
274044,Yuchang,Erni,9999-01-01
274048,Susanna,Snyers,2001-10-14
274049,Gill,Rohrbach,9999-01-01
274052,Monique,Hempstead,9999-01-01
274058,Sachin,Siegrist,9999-01-01
274062,Isaac,Mandell,1995-09-20
274064,Nevio,Rande,9999-01-01
274066,Navin,Aloisi,9999-01-01
274068,Yuuichi,Arlazarov,9999-01-01
274075,Bingning,Boreale,9999-01-01
274078,IEEE,Moffat,9999-01-01
274083,Aram,Paciorek,9999-01-01
274084,Bernice,Luon,9999-01-01
274085,Bader,Schmezko,9999-01-01
274087,Mari,Olano,9999-01-01
274090,Franziska,Peng,9999-01-01
274091,Elvia,Angel,9999-01-01
274098,Tze,Swab,1998-09-07
274099,Stevo,Perko,9999-01-01
274106,Leon,Herber,9999-01-01
274107,Mingzeng,Oxenboll,9999-01-01
274110,Mahendra,Schapire,9999-01-01
274116,Rasiah,Schwartzburd,9999-01-01
274118,Kinh,Srimani,9999-01-01
274119,Hugo,Narwekar,9999-01-01
274120,Eishiro,Soloway,2000-08-24
274124,Chikako,McClure,9999-01-01
274135,Amabile,Luit,2000-09-16
274137,Sampalli,Berendt,9999-01-01
274139,Narain,Schonegge,9999-01-01
274146,Duke,Belinskaya,9999-01-01
274147,Suvo,Eiron,9999-01-01
274152,KayLiang,Krupka,1990-06-09
274155,Supot,Schaar,9999-01-01
274161,True,Szilard,9999-01-01
274168,Kensyu,Clouatre,9999-01-01
274172,Jinxi,Leppanen,9999-01-01
274174,Guiseppe,Walston,1997-01-23
274176,Kristof,Gronowski,9999-01-01
274179,Boalin,Rahier,9999-01-01
274181,Yechezkel,Fortenbacher,9999-01-01
274183,Giap,Erdi,9999-01-01
274184,Lucien,Debuse,9999-01-01
274187,Gao,Sidhu,9999-01-01
274195,Yucel,Gulla,9999-01-01
274197,Geoffrey,Randi,9999-01-01
274199,Kotesh,Dengi,1999-10-17
274202,Guoxiang,Christ,9999-01-01
274208,Terresa,Babb,9999-01-01
274214,Tomoyuki,Conti,9999-01-01
274220,Apostol,Karcich,9999-01-01
274225,Fumitaka,Fioravanti,9999-01-01
274227,Chenxi,Gniady,9999-01-01
274230,Takanari,Sridhar,9999-01-01
274238,Geraldo,Kumaresan,1999-10-04
274239,Juyoung,Borovoy,9999-01-01
274245,Jaroslava,Baalen,9999-01-01
274251,Heon,Kadhim,9999-01-01
274254,Sushant,Saoudi,1996-08-20
274257,Arif,Kavvadias,9999-01-01
274260,Constantine,Wuwongse,2001-04-12
274262,Cedric,Scallan,9999-01-01
274268,Goo,Keirsey,9999-01-01
274269,Macha,Nitto,9999-01-01
274272,Persi,Conia,9999-01-01
274274,Marlo,Kaiser,1991-03-26
274277,Kellyn,Cheshire,1999-12-23
274278,Horward,Oberman,9999-01-01
274279,Spyrose,Grandbois,9999-01-01
274282,Saeko,Bernatsky,9999-01-01
274283,Takahira,Sherertz,9999-01-01
274290,Tsuneo,Birke,9999-01-01
274299,Kish,Puoti,9999-01-01
274303,Val,Gustavson,9999-01-01
274304,Moto,Sadowski,9999-01-01
274308,Ramalingam,Lieberherr,9999-01-01
274319,Sanjay,Gammage,9999-01-01
274325,Akemi,Conti,9999-01-01
274326,Bernice,Cools,1991-03-29
274327,Arto,Miake,9999-01-01
274331,Yakichi,Awdeh,9999-01-01
274333,Ramya,Kampfer,9999-01-01
274341,Serif,Velardi,9999-01-01
274342,Mihalis,Baca,9999-01-01
274344,Uzi,Millington,9999-01-01
274346,Sadun,Plessier,9999-01-01
274348,Cheong,Siksek,9999-01-01
274349,Lubomir,Wilfing,9999-01-01
274351,Alexius,Wilharm,9999-01-01
274352,Spyrose,Barbanera,1995-10-23
274355,Mara,Pfau,2000-09-18
274360,Shuzo,Oskamp,9999-01-01
274363,Dannz,Alvarado,9999-01-01
274364,Reuven,Kavraki,9999-01-01
274366,Heng,Rassart,9999-01-01
274371,Genki,Delaune,9999-01-01
274372,Herbert,Atrawala,9999-01-01
274377,Clyde,Juneja,9999-01-01
274380,Christoper,Motley,1993-05-28
274381,Chirstian,Hemaspaandra,1999-11-28
274390,Marsja,Salinas,9999-01-01
274392,Matt,Schrooten,9999-01-01
274393,Uno,Thebaut,1998-09-30
274397,Rimli,Wendorf,9999-01-01
274401,Inderjeet,Demos,2001-04-27
274410,Teruyuki,Zockler,2002-04-02
274413,Stamatina,Valtorta,9999-01-01
274419,Satoru,Ponthieu,9999-01-01
274420,Tomofumi,Neiman,9999-01-01
274422,Supot,Clemencon,9999-01-01
274424,Mansur,Erol,9999-01-01
274427,Guther,Akaboshi,9999-01-01
274428,Lenore,Savasere,9999-01-01
274434,Taisook,Choobineh,9999-01-01
274436,Brewster,Zockler,9999-01-01
274440,Mahmut,Valette,9999-01-01
274441,Marla,Denis,9999-01-01
274442,Christ,Fairtlough,1997-09-05
274444,Giri,Qiwen,9999-01-01
274445,Danai,Kriebel,1998-06-02
274450,Dinah,Vakili,1999-02-09
274458,Arfst,Ghandeharizadeh,9999-01-01
274459,Manu,Curless,9999-01-01
274462,Mamdouh,Leonhardt,9999-01-01
274463,Uli,Glowinski,9999-01-01
274464,Reinhold,Gischer,9999-01-01
274465,Leszek,Stenning,2002-03-05
274468,Gaurav,Gurbaxani,1993-02-04
274473,Rutger,Bhattacharjee,9999-01-01
274478,Sugwoo,Paludetto,9999-01-01
274482,Shuky,Klerer,2001-02-01
274484,Falguni,Neiman,9999-01-01
274489,Dhritiman,Gulak,9999-01-01
274492,Malu,Zeilberger,9999-01-01
274496,Danae,Boguraev,9999-01-01
274503,Weicheng,Lunt,9999-01-01
274508,Rosli,Vickson,9999-01-01
274511,Stafford,Pews,9999-01-01
274514,Kersti,Rijckaert,9999-01-01
274519,Remmert,Farrel,9999-01-01
274523,Mani,Cronin,9999-01-01
274526,Yuichiro,Ramsay,9999-01-01
274529,Candida,Staylopatis,9999-01-01
274530,Gad,Bazzichi,2000-01-23
274534,Freyja,McClurg,9999-01-01
274543,Teruyuki,Marrakchi,9999-01-01
274548,Anestis,Auria,9999-01-01
274549,Fen,Olano,9999-01-01
274550,Bezalel,Frolund,9999-01-01
274554,Sakthirel,Rattan,9999-01-01
274560,Snehasis,Pusterhofer,9999-01-01
274563,Masaki,Serre,9999-01-01
274564,Gao,Eterovic,1996-12-07
274569,Hatem,Ramsak,9999-01-01
274570,Zijian,Rodham,1996-02-08
274572,Barton,Restivo,9999-01-01
274574,Chirstian,Bharadwaj,9999-01-01
274576,Krassimir,Benzaken,9999-01-01
274584,Dayanand,Pelz,9999-01-01
274585,Aleksandar,Itzfeldt,9999-01-01
274586,Masali,Rodite,1998-11-13
274595,Shaowen,Krychniak,9999-01-01
274596,Roddy,Simkin,9999-01-01
274598,Terresa,Gischer,2001-10-09
274603,Harjit,Erie,9999-01-01
274606,Chaitali,Pardalos,9999-01-01
274612,Bodh,Masaki,9999-01-01
274620,Palash,Codenie,1996-06-03
274621,Baoqiu,Falco,9999-01-01
274624,Fun,Serna,9999-01-01
274625,Fatemeh,Assaf,9999-01-01
274627,Ibibia,Cooke,9999-01-01
274643,Marit,Oxman,9999-01-01
274645,Yannis,Liedekerke,1988-10-01
274646,Sanjeeva,Frijda,9999-01-01
274658,Sushant,Henseler,9999-01-01
274659,Alain,Dichev,2001-05-01
274667,Eben,Gente,9999-01-01
274673,Sandeepan,Shumilov,9999-01-01
274676,Niteen,Mondadori,9999-01-01
274679,Vatsa,Cochrane,9999-01-01
274683,Elrique,Strooper,9999-01-01
274689,Youssef,Kisuki,1999-11-27
274690,Wuxu,Paludetto,9999-01-01
274696,Hailing,Armand,1994-02-27
274701,Yuping,Thummel,1993-06-18
274704,Masanao,Rothe,9999-01-01
274706,Xiaoqiu,Thimonier,9999-01-01
274710,Arfst,Lubachevsky,9999-01-01
274711,Akemi,Baig,9999-01-01
274713,Chiranjit,Krychniak,9999-01-01
274714,Marit,Kakkad,9999-01-01
274716,Jungsoon,Legleitner,9999-01-01
274721,Magdalena,Strooper,9999-01-01
274725,Aral,Molenkamp,2001-07-29
274729,Manibrata,Glinert,9999-01-01
274731,Babette,Landherr,9999-01-01
274732,Oguz,Whitcomb,9999-01-01
274735,Noritoshi,Haldar,9999-01-01
274742,Sadok,Demos,9999-01-01
274743,Irena,Driscoll,9999-01-01
274746,Taegyun,Slutz,9999-01-01
274748,Parviz,Atchley,1994-06-11
274749,Luisa,Danner,9999-01-01
274754,Eberhardt,Peternell,1993-02-07
274755,Richara,DasSarma,9999-01-01
274757,Jiann,Pettis,9999-01-01
274760,Goh,Prampolini,9999-01-01
274761,Jianwen,Milicia,9999-01-01
274764,Dharmaraja,Pepe,9999-01-01
274765,Srinidhi,Baranowski,9999-01-01
274767,Yuuichi,Gubsky,2001-09-15
274769,Lorien,Etalle,9999-01-01
274772,Palash,Busillo,9999-01-01
274785,Sandeepan,Krohn,9999-01-01
274789,Magy,Hinsberger,1999-12-31
274790,Ennio,DuBourdieux,9999-01-01
274794,Nitsan,Hertweck,9999-01-01
274795,Sukumar,Baca,9999-01-01
274806,Uma,Vecchio,9999-01-01
274809,Taiji,Jayawardene,9999-01-01
274816,Shigehiro,Minakawa,2000-03-17
274817,Sastry,Hainaut,9999-01-01
274820,Kyoichi,Naudin,9999-01-01
274825,Kwangyoen,Demke,2001-08-08
274826,Petter,Ligten,9999-01-01
274832,Kristof,Sidhu,9999-01-01
274833,Chikako,Krohm,9999-01-01
274836,Almudena,Furudate,9999-01-01
274838,Katsuyuki,Petereit,9999-01-01
274842,Phillip,Dredge,9999-01-01
274845,Satoru,Schaad,9999-01-01
274846,Poornachandra,Krohm,1999-11-01
274856,Fayez,Weedman,9999-01-01
274857,Fayez,Luce,9999-01-01
274858,Jayesh,Standera,9999-01-01
274868,Leen,Pillow,9999-01-01
274869,Nadjib,Bressoud,9999-01-01
274872,Przemyslawa,Sessa,9999-01-01
274874,Chenye,Pietracaprina,2001-12-05
274875,Teruyuki,Erbe,9999-01-01
274879,Kwangho,Skafidas,9999-01-01
274884,Chiradeep,Ramras,1994-03-09
274886,Kaijung,Kaminger,9999-01-01
274893,Sverrir,Kropatsch,9999-01-01
274894,Oldrich,Zaiane,1992-02-01
274896,Kazuyasu,Snedden,9999-01-01
274898,Qiwen,Deyuan,9999-01-01
274899,Chenxi,Panienski,9999-01-01
274903,Fusako,Crooks,9999-01-01
274904,Makato,Auria,1994-01-27
274907,Weiwu,Msuda,9999-01-01
274910,Parke,Braccini,9999-01-01
274913,Dmitry,Ishibashi,9999-01-01
274919,Piyush,Kaminger,1990-09-13
274925,Sadun,Meriste,9999-01-01
274927,Amstein,Delgrande,2000-08-11
274930,Vojin,Steinauer,9999-01-01
274932,Mikhail,Schmiedel,9999-01-01
274935,Christoper,Cannane,9999-01-01
274945,Stein,Barriga,9999-01-01
274951,Shiv,Ulupinar,1999-09-28
274955,Elvis,Perri,9999-01-01
274971,Alper,Kitsuregawa,9999-01-01
274972,Gretta,Thorelli,9999-01-01
274976,Godehard,Otillio,9999-01-01
274980,Sahrah,Slobodova,9999-01-01
274983,Shahab,Gecsel,9999-01-01
274984,Tesuya,Marshall,9999-01-01
274985,Alagu,Emmerich,9999-01-01
274986,Utpal,Munke,9999-01-01
274987,Yuping,Choobineh,1998-03-20
274991,Xinyu,Gide,9999-01-01
274993,Sanjai,Cardazo,9999-01-01
274994,Tru,Casperson,9999-01-01
274996,Abdelghani,Fioravanti,9999-01-01
274998,Shigeaki,Barvinok,9999-01-01
275001,Katsuo,Mitina,9999-01-01
275002,Hercules,Yurek,9999-01-01
275004,Wuxu,Mamelak,9999-01-01
275005,Adas,Murthy,9999-01-01
275008,Rosine,Perl,9999-01-01
275009,Kwun,Rettelbach,9999-01-01
275011,Leen,Wallrath,9999-01-01
275014,Herb,Kolvik,9999-01-01
275020,Valeri,Danley,9999-01-01
275022,Lansing,Yoshimura,9999-01-01
275026,Oguz,Tzvieli,2000-09-07
275027,Sham,Bolotov,9999-01-01
275032,Horward,Rubsam,9999-01-01
275035,Kasidit,Benner,9999-01-01
275036,Sachin,Erez,9999-01-01
275037,Dmitry,Spelt,9999-01-01
275040,Howell,Stassinopoulos,9999-01-01
275042,Filipe,Gide,9999-01-01
275043,Haldon,Coors,9999-01-01
275048,Nidapan,Gniady,9999-01-01
275054,Girolamo,Butterworth,9999-01-01
275070,Yongdong,Maccarone,9999-01-01
275074,Eran,Akaboshi,1994-06-18
275076,Foong,Barbanera,9999-01-01
275083,Pranjal,Kopetz,9999-01-01
275085,Utz,Beetstra,9999-01-01
275088,Hilary,Kieras,1999-01-30
275090,Elvia,Ramaiah,9999-01-01
275091,Saeko,Pouyioutas,1999-10-31
275092,Remko,Schmiedel,9999-01-01
275099,Saeed,Dalton,9999-01-01
275100,Hisao,Lung,9999-01-01
275102,Mabry,Shiratori,9999-01-01
275106,Unal,Muhling,9999-01-01
275107,Hauke,Fiebach,1990-07-07
275110,Pradeep,McConalogue,9999-01-01
275115,Vitali,Huttel,2000-05-12
275120,Jaideep,Aamodt,9999-01-01
275126,Abdelkader,Dichev,9999-01-01
275133,Vasiliy,Buchter,1999-05-05
275138,Mona,Oxenboll,9999-01-01
275139,Qingxiang,dAstous,1997-04-29
275144,Taegyun,Varman,9999-01-01
275148,Shahid,Vesna,9999-01-01
275150,Naftali,Pollacia,9999-01-01
275155,Kazuhiko,Kampfer,9999-01-01
275160,Raimond,Rusmann,9999-01-01
275165,Nathan,Muchinsky,9999-01-01
275166,Hairong,Vieri,9999-01-01
275175,Doowon,Camarinopoulos,9999-01-01
275181,Yuchang,Kriebel,9999-01-01
275182,Poornachandra,Engberts,9999-01-01
275184,Tse,Emiris,9999-01-01
275189,Sachar,Katzenelson,9999-01-01
275190,Phuoc,Lanphier,1992-01-29
275194,Doowon,Shobatake,9999-01-01
275200,Lucian,Angel,9999-01-01
275207,Gad,Scharstein,9999-01-01
275209,Heng,Rosch,9999-01-01
275211,Mong,Veccia,9999-01-01
275214,Tran,Besancenot,9999-01-01
275220,Jiafu,Rabejac,9999-01-01
275221,Masadi,Merro,9999-01-01
275225,Mong,Luce,9999-01-01
275228,Jenwei,Huxford,9999-01-01
275229,Berna,Gewali,1996-06-27
275234,Persi,Quittner,9999-01-01
275236,Marsja,Pepe,9999-01-01
275237,Kwok,Griswold,1991-08-14
275239,Guther,Collette,9999-01-01
275252,Candida,Murtagh,9999-01-01
275256,Gudjon,Emmart,9999-01-01
275257,Kasidit,Yavatkar,9999-01-01
275258,Chuanti,Dayana,1997-08-02
275261,Gita,Thisen,9999-01-01
275264,Sajjan,Otillio,9999-01-01
275266,Arve,Vernadat,9999-01-01
275269,Sahrah,Jullig,9999-01-01
275270,Mountaz,Hettesheimer,9999-01-01
275272,Alassane,Foong,1999-11-24
275275,Shmuel,Pileggi,2000-08-04
275281,Nadjib,Veevers,9999-01-01
275283,Xiaopeng,Ozery,9999-01-01
275285,Mana,Aingworth,9999-01-01
275288,Sadegh,Sommen,9999-01-01
275292,Hsiangchu,Malinowski,9999-01-01
275293,Gadiel,Orsini,9999-01-01
275296,Halsur,Francisci,1988-09-01
275303,Gopalakrishnan,Schaap,1998-10-25
275308,Samphel,Chinin,9999-01-01
275309,Jessie,Muchinsky,9999-01-01
275313,Serge,Keustermans,9999-01-01
275315,Hsiangchu,Denti,9999-01-01
275319,Mani,Vadhan,9999-01-01
275325,Oscal,Sigstam,1997-09-27
275334,Gio,Fordan,1997-05-14
275337,Ortrud,Matzke,9999-01-01
275340,Jiann,Breugel,9999-01-01
275343,Aamod,Heusch,9999-01-01
275347,Parke,Spinelli,9999-01-01
275348,Woody,Gist,9999-01-01
275352,Sanjoy,Kalloufi,9999-01-01
275354,Jordanka,Eugenio,2001-03-14
275356,Shuho,Halevi,9999-01-01
275357,Ziya,Orsini,9999-01-01
275359,Fabrizio,Suri,9999-01-01
275364,Nishit,Muntz,9999-01-01
275367,Maren,Hebert,2001-05-14
275369,Pohua,Kermarrec,9999-01-01
275370,Basem,Plesums,1996-10-24
275372,Xuejia,Danecki,9999-01-01
275374,Salvador,Samarati,9999-01-01
275378,Vatsa,Heyers,9999-01-01
275379,Seshu,Pulkowski,9999-01-01
275382,Naraig,Trogemann,1997-08-27
275386,Parke,Lortz,9999-01-01
275389,Hitofumi,Seiwald,2000-05-14
275392,Zhiwei,Wroclawski,1993-09-04
275393,Geoff,Kushnir,9999-01-01
275394,Ferdinand,Karner,1996-11-28
275403,Fei,Farrag,9999-01-01
275405,Tua,Leivant,9999-01-01
275407,Florina,Beutelspacher,9999-01-01
275410,Marin,Businaro,9999-01-01
275411,Feixiong,Horswill,9999-01-01
275412,Elvia,Billawala,2001-10-07
275421,King,Cooley,9999-01-01
275424,Abdelkader,Birge,9999-01-01
275426,Shigeu,Waterhouse,1997-11-04
275428,Bernd,Onuegbe,9999-01-01
275429,Lansing,Pietracaprina,9999-01-01
275431,Fumitake,Gomatam,9999-01-01
275435,Fumiya,Gluchowski,9999-01-01
275447,Denny,Begiun,9999-01-01
275448,Yongqiao,Felder,9999-01-01
275449,Ronghao,Lambe,9999-01-01
275453,Aemilian,Hegner,9999-01-01
275458,Gonzalo,Barbanera,9999-01-01
275460,Zine,Egerstedt,2001-11-08
275461,Tua,Famili,9999-01-01
275466,Danco,Puoti,9999-01-01
275467,Takahiro,Eiter,1999-09-18
275469,Arne,Borstler,9999-01-01
275477,Prasadram,Vigier,2000-05-21
275478,Hsiangchu,Ranai,1997-02-18
275479,Georgi,Ratnakar,9999-01-01
